Game,Opponent,PlayerA_Score,PlayerB_Score,Cumulative_Score,CCs,DDs,Winner
10716,UCBPlayer,103,148,251,0,83,UCBPlayer
10717,UCBPlayer,136,321,457,35,26,UCBPlayer
10718,UCBPlayer,99,164,263,0,79,UCBPlayer
10719,UCBPlayer,140,305,445,35,30,UCBPlayer
10720,UCBPlayer,95,180,275,0,75,UCBPlayer
10721,UCBPlayer,144,289,433,35,34,UCBPlayer
10722,UCBPlayer,91,196,287,0,71,UCBPlayer
10723,UCBPlayer,148,273,421,35,38,UCBPlayer
10724,UCBPlayer,87,212,299,0,67,UCBPlayer
10725,UCBPlayer,152,257,409,35,42,UCBPlayer
10726,UCBPlayer,84,224,308,0,64,UCBPlayer
10727,UCBPlayer,146,251,397,32,45,UCBPlayer
10728,UCBPlayer,89,234,323,3,60,UCBPlayer
10729,UCBPlayer,138,243,381,28,49,UCBPlayer
10730,UCBPlayer,97,242,339,7,56,UCBPlayer
10731,UCBPlayer,130,235,365,24,53,UCBPlayer
10732,UCBPlayer,105,250,355,11,52,UCBPlayer
10733,UCBPlayer,122,227,349,20,57,UCBPlayer
10734,UCBPlayer,109,259,368,15,49,UCBPlayer
10735,UCBPlayer,118,218,336,16,60,UCBPlayer
10736,UCBPlayer,117,267,384,19,45,UCBPlayer
10737,UCBPlayer,110,210,320,12,64,UCBPlayer
10738,UCBPlayer,126,271,397,23,42,UCBPlayer
10739,UCBPlayer,105,210,315,10,65,UCBPlayer
10740,UCBPlayer,130,275,405,25,40,UCBPlayer
10741,UCBPlayer,105,210,315,10,65,UCBPlayer
10742,UCBPlayer,130,275,405,25,40,UCBPlayer
10743,UCBPlayer,106,206,312,10,66,UCBPlayer
10744,UCBPlayer,130,275,405,25,40,UCBPlayer
10745,UCBPlayer,105,210,315,10,65,UCBPlayer
10746,UCBPlayer,131,271,402,25,41,UCBPlayer
10747,UCBPlayer,105,210,315,10,65,UCBPlayer
10748,UCBPlayer,130,275,405,25,40,UCBPlayer
10749,UCBPlayer,105,210,315,10,65,UCBPlayer
10750,UCBPlayer,130,275,405,25,40,UCBPlayer
10751,UCBPlayer,103,203,306,10,68,UCBPlayer
10752,UCBPlayer,128,283,411,25,38,UCBPlayer
10753,UCBPlayer,111,186,297,10,71,UCBPlayer
10754,UCBPlayer,124,299,423,25,34,UCBPlayer
10755,UCBPlayer,115,170,285,10,75,UCBPlayer
10756,UCBPlayer,120,315,435,25,30,UCBPlayer
10757,UCBPlayer,119,154,273,10,79,UCBPlayer
10758,UCBPlayer,112,332,444,25,27,UCBPlayer
10759,UCBPlayer,127,137,264,10,82,UCBPlayer
10760,UCBPlayer,104,349,453,25,24,UCBPlayer
10761,UCBPlayer,126,126,252,7,85,Tie
10762,UCBPlayer,111,351,462,28,22,UCBPlayer
10763,UCBPlayer,116,126,242,3,87,UCBPlayer
10764,UCBPlayer,122,347,469,32,21,UCBPlayer
10765,UCBPlayer,107,132,239,0,87,UCBPlayer
10766,UCBPlayer,132,337,469,35,22,UCBPlayer
10767,UCBPlayer,103,148,251,0,83,UCBPlayer
10768,UCBPlayer,136,321,457,35,26,UCBPlayer
10769,UCBPlayer,99,164,263,0,79,UCBPlayer
10770,UCBPlayer,140,305,445,35,30,UCBPlayer
10771,UCBPlayer,95,180,275,0,75,UCBPlayer
10772,UCBPlayer,144,289,433,35,34,UCBPlayer
10773,UCBPlayer,91,196,287,0,71,UCBPlayer
10774,UCBPlayer,148,273,421,35,38,UCBPlayer
10775,UCBPlayer,87,212,299,0,67,UCBPlayer
10776,UCBPlayer,152,257,409,35,42,UCBPlayer
10777,UCBPlayer,84,224,308,0,64,UCBPlayer
10778,UCBPlayer,146,251,397,32,45,UCBPlayer
10779,UCBPlayer,89,234,323,3,60,UCBPlayer
10780,UCBPlayer,138,243,381,28,49,UCBPlayer
10781,UCBPlayer,97,242,339,7,56,UCBPlayer
10782,UCBPlayer,130,235,365,24,53,UCBPlayer
10783,UCBPlayer,105,250,355,11,52,UCBPlayer
10784,UCBPlayer,122,227,349,20,57,UCBPlayer
10785,UCBPlayer,109,259,368,15,49,UCBPlayer
10786,UCBPlayer,118,218,336,16,60,UCBPlayer
10787,UCBPlayer,117,267,384,19,45,UCBPlayer
10788,UCBPlayer,110,210,320,12,64,UCBPlayer
10789,UCBPlayer,126,271,397,23,42,UCBPlayer
10790,UCBPlayer,105,210,315,10,65,UCBPlayer
10791,UCBPlayer,130,275,405,25,40,UCBPlayer
10792,UCBPlayer,105,210,315,10,65,UCBPlayer
10793,UCBPlayer,130,275,405,25,40,UCBPlayer
10794,UCBPlayer,106,206,312,10,66,UCBPlayer
10795,UCBPlayer,130,275,405,25,40,UCBPlayer
10796,UCBPlayer,105,210,315,10,65,UCBPlayer
10797,UCBPlayer,131,271,402,25,41,UCBPlayer
10798,UCBPlayer,105,210,315,10,65,UCBPlayer
10799,UCBPlayer,130,275,405,25,40,UCBPlayer
10800,UCBPlayer,105,210,315,10,65,UCBPlayer
10801,UCBPlayer,130,275,405,25,40,UCBPlayer
10802,UCBPlayer,103,203,306,10,68,UCBPlayer
10803,UCBPlayer,128,283,411,25,38,UCBPlayer
10804,UCBPlayer,111,186,297,10,71,UCBPlayer
10805,UCBPlayer,124,299,423,25,34,UCBPlayer
10806,UCBPlayer,115,170,285,10,75,UCBPlayer
10807,UCBPlayer,120,315,435,25,30,UCBPlayer
10808,UCBPlayer,119,154,273,10,79,UCBPlayer
10809,UCBPlayer,112,332,444,25,27,UCBPlayer
10810,UCBPlayer,127,137,264,10,82,UCBPlayer
10811,UCBPlayer,104,349,453,25,24,UCBPlayer
10812,UCBPlayer,126,126,252,7,85,Tie
10813,UCBPlayer,111,351,462,28,22,UCBPlayer
10814,UCBPlayer,116,126,242,3,87,UCBPlayer
10815,UCBPlayer,122,347,469,32,21,UCBPlayer
10816,UCBPlayer,107,132,239,0,87,UCBPlayer
10817,UCBPlayer,132,337,469,35,22,UCBPlayer
10818,UCBPlayer,103,148,251,0,83,UCBPlayer
10819,UCBPlayer,136,321,457,35,26,UCBPlayer
10820,UCBPlayer,99,164,263,0,79,UCBPlayer
10821,UCBPlayer,140,305,445,35,30,UCBPlayer
10822,UCBPlayer,95,180,275,0,75,UCBPlayer
10823,UCBPlayer,144,289,433,35,34,UCBPlayer
10824,UCBPlayer,91,196,287,0,71,UCBPlayer
10825,UCBPlayer,148,273,421,35,38,UCBPlayer
10826,UCBPlayer,87,212,299,0,67,UCBPlayer
10827,UCBPlayer,152,257,409,35,42,UCBPlayer
10828,UCBPlayer,84,224,308,0,64,UCBPlayer
10829,UCBPlayer,146,251,397,32,45,UCBPlayer
10830,UCBPlayer,89,234,323,3,60,UCBPlayer
10831,UCBPlayer,138,243,381,28,49,UCBPlayer
10832,UCBPlayer,97,242,339,7,56,UCBPlayer
10833,UCBPlayer,130,235,365,24,53,UCBPlayer
10834,UCBPlayer,105,250,355,11,52,UCBPlayer
10835,UCBPlayer,122,227,349,20,57,UCBPlayer
10836,UCBPlayer,109,259,368,15,49,UCBPlayer
10837,UCBPlayer,118,218,336,16,60,UCBPlayer
10838,UCBPlayer,117,267,384,19,45,UCBPlayer
10839,UCBPlayer,110,210,320,12,64,UCBPlayer
10840,UCBPlayer,126,271,397,23,42,UCBPlayer
10841,UCBPlayer,105,210,315,10,65,UCBPlayer
10842,UCBPlayer,130,275,405,25,40,UCBPlayer
10843,UCBPlayer,105,210,315,10,65,UCBPlayer
10844,UCBPlayer,130,275,405,25,40,UCBPlayer
10845,UCBPlayer,106,206,312,10,66,UCBPlayer
10846,UCBPlayer,130,275,405,25,40,UCBPlayer
10847,UCBPlayer,105,210,315,10,65,UCBPlayer
10848,UCBPlayer,131,271,402,25,41,UCBPlayer
10849,UCBPlayer,105,210,315,10,65,UCBPlayer
10850,UCBPlayer,130,275,405,25,40,UCBPlayer
10851,UCBPlayer,105,210,315,10,65,UCBPlayer
10852,UCBPlayer,130,275,405,25,40,UCBPlayer
10853,UCBPlayer,103,203,306,10,68,UCBPlayer
10854,UCBPlayer,128,283,411,25,38,UCBPlayer
10855,UCBPlayer,111,186,297,10,71,UCBPlayer
10856,UCBPlayer,124,299,423,25,34,UCBPlayer
10857,UCBPlayer,115,170,285,10,75,UCBPlayer
10858,UCBPlayer,120,315,435,25,30,UCBPlayer
10859,UCBPlayer,119,154,273,10,79,UCBPlayer
10860,UCBPlayer,112,332,444,25,27,UCBPlayer
10861,UCBPlayer,127,137,264,10,82,UCBPlayer
10862,UCBPlayer,104,349,453,25,24,UCBPlayer
10863,UCBPlayer,126,126,252,7,85,Tie
10864,UCBPlayer,111,351,462,28,22,UCBPlayer
10865,UCBPlayer,116,126,242,3,87,UCBPlayer
10866,UCBPlayer,122,347,469,32,21,UCBPlayer
10867,UCBPlayer,107,132,239,0,87,UCBPlayer
10868,UCBPlayer,132,337,469,35,22,UCBPlayer
10869,UCBPlayer,103,148,251,0,83,UCBPlayer
10870,UCBPlayer,136,321,457,35,26,UCBPlayer
10871,UCBPlayer,99,164,263,0,79,UCBPlayer
10872,UCBPlayer,140,305,445,35,30,UCBPlayer
10873,UCBPlayer,95,180,275,0,75,UCBPlayer
10874,UCBPlayer,144,289,433,35,34,UCBPlayer
10875,UCBPlayer,91,196,287,0,71,UCBPlayer
10876,UCBPlayer,148,273,421,35,38,UCBPlayer
10877,UCBPlayer,87,212,299,0,67,UCBPlayer
10878,UCBPlayer,152,257,409,35,42,UCBPlayer
10879,UCBPlayer,84,224,308,0,64,UCBPlayer
10880,UCBPlayer,146,251,397,32,45,UCBPlayer
10881,UCBPlayer,89,234,323,3,60,UCBPlayer
10882,UCBPlayer,138,243,381,28,49,UCBPlayer
10883,UCBPlayer,97,242,339,7,56,UCBPlayer
10884,UCBPlayer,130,235,365,24,53,UCBPlayer
10885,UCBPlayer,105,250,355,11,52,UCBPlayer
10886,UCBPlayer,122,227,349,20,57,UCBPlayer
10887,UCBPlayer,109,259,368,15,49,UCBPlayer
10888,UCBPlayer,118,218,336,16,60,UCBPlayer
10889,UCBPlayer,117,267,384,19,45,UCBPlayer
10890,UCBPlayer,110,210,320,12,64,UCBPlayer
10891,UCBPlayer,126,271,397,23,42,UCBPlayer
10892,UCBPlayer,105,210,315,10,65,UCBPlayer
10893,UCBPlayer,130,275,405,25,40,UCBPlayer
10894,UCBPlayer,105,210,315,10,65,UCBPlayer
10895,UCBPlayer,130,275,405,25,40,UCBPlayer
10896,UCBPlayer,106,206,312,10,66,UCBPlayer
10897,UCBPlayer,130,275,405,25,40,UCBPlayer
10898,UCBPlayer,105,210,315,10,65,UCBPlayer
10899,UCBPlayer,131,271,402,25,41,UCBPlayer
10900,UCBPlayer,105,210,315,10,65,UCBPlayer
10901,UCBPlayer,130,275,405,25,40,UCBPlayer
10902,UCBPlayer,105,210,315,10,65,UCBPlayer
10903,UCBPlayer,130,275,405,25,40,UCBPlayer
10904,UCBPlayer,103,203,306,10,68,UCBPlayer
10905,UCBPlayer,128,283,411,25,38,UCBPlayer
10906,UCBPlayer,111,186,297,10,71,UCBPlayer
10907,UCBPlayer,124,299,423,25,34,UCBPlayer
10908,UCBPlayer,115,170,285,10,75,UCBPlayer
10909,UCBPlayer,120,315,435,25,30,UCBPlayer
10910,UCBPlayer,119,154,273,10,79,UCBPlayer
10911,UCBPlayer,112,332,444,25,27,UCBPlayer
10912,UCBPlayer,127,137,264,10,82,UCBPlayer
10913,UCBPlayer,104,349,453,25,24,UCBPlayer
10914,UCBPlayer,126,126,252,7,85,Tie
10915,UCBPlayer,111,351,462,28,22,UCBPlayer
10916,UCBPlayer,116,126,242,3,87,UCBPlayer
10917,UCBPlayer,122,347,469,32,21,UCBPlayer
10918,UCBPlayer,107,132,239,0,87,UCBPlayer
10919,UCBPlayer,132,337,469,35,22,UCBPlayer
10920,UCBPlayer,103,148,251,0,83,UCBPlayer
10921,UCBPlayer,136,321,457,35,26,UCBPlayer
10922,UCBPlayer,99,164,263,0,79,UCBPlayer
10923,UCBPlayer,140,305,445,35,30,UCBPlayer
10924,UCBPlayer,95,180,275,0,75,UCBPlayer
10925,UCBPlayer,144,289,433,35,34,UCBPlayer
10926,UCBPlayer,91,196,287,0,71,UCBPlayer
10927,UCBPlayer,148,273,421,35,38,UCBPlayer
10928,UCBPlayer,87,212,299,0,67,UCBPlayer
10929,UCBPlayer,152,257,409,35,42,UCBPlayer
10930,UCBPlayer,84,224,308,0,64,UCBPlayer
10931,UCBPlayer,146,251,397,32,45,UCBPlayer
10932,UCBPlayer,89,234,323,3,60,UCBPlayer
10933,UCBPlayer,138,243,381,28,49,UCBPlayer
10934,UCBPlayer,97,242,339,7,56,UCBPlayer
10935,UCBPlayer,130,235,365,24,53,UCBPlayer
10936,UCBPlayer,105,250,355,11,52,UCBPlayer
10937,UCBPlayer,122,227,349,20,57,UCBPlayer
10938,UCBPlayer,109,259,368,15,49,UCBPlayer
10939,UCBPlayer,118,218,336,16,60,UCBPlayer
10940,UCBPlayer,117,267,384,19,45,UCBPlayer
10941,UCBPlayer,110,210,320,12,64,UCBPlayer
10942,UCBPlayer,126,271,397,23,42,UCBPlayer
10943,UCBPlayer,105,210,315,10,65,UCBPlayer
10944,UCBPlayer,130,275,405,25,40,UCBPlayer
10945,UCBPlayer,105,210,315,10,65,UCBPlayer
10946,UCBPlayer,130,275,405,25,40,UCBPlayer
10947,UCBPlayer,106,206,312,10,66,UCBPlayer
10948,UCBPlayer,130,275,405,25,40,UCBPlayer
10949,UCBPlayer,105,210,315,10,65,UCBPlayer
10950,UCBPlayer,131,271,402,25,41,UCBPlayer
10951,UCBPlayer,105,210,315,10,65,UCBPlayer
10952,UCBPlayer,130,275,405,25,40,UCBPlayer
10953,UCBPlayer,105,210,315,10,65,UCBPlayer
10954,UCBPlayer,130,275,405,25,40,UCBPlayer
10955,UCBPlayer,103,203,306,10,68,UCBPlayer
10956,UCBPlayer,128,283,411,25,38,UCBPlayer
10957,UCBPlayer,111,186,297,10,71,UCBPlayer
10958,UCBPlayer,124,299,423,25,34,UCBPlayer
10959,UCBPlayer,115,170,285,10,75,UCBPlayer
10960,UCBPlayer,120,315,435,25,30,UCBPlayer
10961,UCBPlayer,119,154,273,10,79,UCBPlayer
10962,UCBPlayer,112,332,444,25,27,UCBPlayer
10963,UCBPlayer,127,137,264,10,82,UCBPlayer
10964,UCBPlayer,104,349,453,25,24,UCBPlayer
10965,UCBPlayer,126,126,252,7,85,Tie
10966,UCBPlayer,111,351,462,28,22,UCBPlayer
10967,UCBPlayer,116,126,242,3,87,UCBPlayer
10968,UCBPlayer,122,347,469,32,21,UCBPlayer
10969,UCBPlayer,107,132,239,0,87,UCBPlayer
10970,UCBPlayer,132,337,469,35,22,UCBPlayer
10971,UCBPlayer,103,148,251,0,83,UCBPlayer
10972,UCBPlayer,136,321,457,35,26,UCBPlayer
10973,UCBPlayer,99,164,263,0,79,UCBPlayer
10974,UCBPlayer,140,305,445,35,30,UCBPlayer
10975,UCBPlayer,95,180,275,0,75,UCBPlayer
10976,UCBPlayer,144,289,433,35,34,UCBPlayer
10977,UCBPlayer,91,196,287,0,71,UCBPlayer
10978,UCBPlayer,148,273,421,35,38,UCBPlayer
10979,UCBPlayer,87,212,299,0,67,UCBPlayer
10980,UCBPlayer,152,257,409,35,42,UCBPlayer
10981,UCBPlayer,84,224,308,0,64,UCBPlayer
10982,UCBPlayer,146,251,397,32,45,UCBPlayer
10983,UCBPlayer,89,234,323,3,60,UCBPlayer
10984,UCBPlayer,138,243,381,28,49,UCBPlayer
10985,UCBPlayer,97,242,339,7,56,UCBPlayer
10986,UCBPlayer,130,235,365,24,53,UCBPlayer
10987,UCBPlayer,105,250,355,11,52,UCBPlayer
10988,UCBPlayer,122,227,349,20,57,UCBPlayer
10989,UCBPlayer,109,259,368,15,49,UCBPlayer
10990,UCBPlayer,118,218,336,16,60,UCBPlayer
10991,UCBPlayer,117,267,384,19,45,UCBPlayer
10992,UCBPlayer,110,210,320,12,64,UCBPlayer
10993,UCBPlayer,126,271,397,23,42,UCBPlayer
10994,UCBPlayer,105,210,315,10,65,UCBPlayer
10995,UCBPlayer,130,275,405,25,40,UCBPlayer
10996,UCBPlayer,105,210,315,10,65,UCBPlayer
10997,UCBPlayer,130,275,405,25,40,UCBPlayer
10998,UCBPlayer,106,206,312,10,66,UCBPlayer
10999,UCBPlayer,130,275,405,25,40,UCBPlayer
11000,UCBPlayer,105,210,315,10,65,UCBPlayer
11001,UCBPlayer,131,271,402,25,41,UCBPlayer
11002,UCBPlayer,105,210,315,10,65,UCBPlayer
11003,UCBPlayer,130,275,405,25,40,UCBPlayer
11004,UCBPlayer,105,210,315,10,65,UCBPlayer
11005,UCBPlayer,130,275,405,25,40,UCBPlayer
11006,UCBPlayer,103,203,306,10,68,UCBPlayer
11007,UCBPlayer,128,283,411,25,38,UCBPlayer
11008,UCBPlayer,111,186,297,10,71,UCBPlayer
11009,UCBPlayer,124,299,423,25,34,UCBPlayer
11010,UCBPlayer,115,170,285,10,75,UCBPlayer
11011,UCBPlayer,120,315,435,25,30,UCBPlayer
11012,UCBPlayer,119,154,273,10,79,UCBPlayer
11013,UCBPlayer,112,332,444,25,27,UCBPlayer
11014,UCBPlayer,127,137,264,10,82,UCBPlayer
11015,UCBPlayer,104,349,453,25,24,UCBPlayer
11016,UCBPlayer,126,126,252,7,85,Tie
11017,UCBPlayer,111,351,462,28,22,UCBPlayer
11018,UCBPlayer,116,126,242,3,87,UCBPlayer
11019,UCBPlayer,122,347,469,32,21,UCBPlayer
11020,UCBPlayer,107,132,239,0,87,UCBPlayer
11021,UCBPlayer,132,337,469,35,22,UCBPlayer
11022,UCBPlayer,103,148,251,0,83,UCBPlayer
11023,UCBPlayer,136,321,457,35,26,UCBPlayer
11024,UCBPlayer,99,164,263,0,79,UCBPlayer
11025,UCBPlayer,140,305,445,35,30,UCBPlayer
11026,UCBPlayer,95,180,275,0,75,UCBPlayer
11027,UCBPlayer,144,289,433,35,34,UCBPlayer
11028,UCBPlayer,91,196,287,0,71,UCBPlayer
11029,UCBPlayer,148,273,421,35,38,UCBPlayer
11030,UCBPlayer,87,212,299,0,67,UCBPlayer
11031,UCBPlayer,152,257,409,35,42,UCBPlayer
11032,UCBPlayer,84,224,308,0,64,UCBPlayer
11033,UCBPlayer,146,251,397,32,45,UCBPlayer
11034,UCBPlayer,89,234,323,3,60,UCBPlayer
11035,UCBPlayer,138,243,381,28,49,UCBPlayer
11036,UCBPlayer,97,242,339,7,56,UCBPlayer
11037,UCBPlayer,130,235,365,24,53,UCBPlayer
11038,UCBPlayer,105,250,355,11,52,UCBPlayer
11039,UCBPlayer,122,227,349,20,57,UCBPlayer
11040,UCBPlayer,109,259,368,15,49,UCBPlayer
11041,UCBPlayer,118,218,336,16,60,UCBPlayer
11042,UCBPlayer,117,267,384,19,45,UCBPlayer
11043,UCBPlayer,110,210,320,12,64,UCBPlayer
11044,UCBPlayer,126,271,397,23,42,UCBPlayer
11045,UCBPlayer,105,210,315,10,65,UCBPlayer
11046,UCBPlayer,130,275,405,25,40,UCBPlayer
11047,UCBPlayer,105,210,315,10,65,UCBPlayer
11048,UCBPlayer,130,275,405,25,40,UCBPlayer
11049,UCBPlayer,106,206,312,10,66,UCBPlayer
11050,UCBPlayer,130,275,405,25,40,UCBPlayer
11051,UCBPlayer,105,210,315,10,65,UCBPlayer
11052,UCBPlayer,131,271,402,25,41,UCBPlayer
11053,UCBPlayer,105,210,315,10,65,UCBPlayer
11054,UCBPlayer,130,275,405,25,40,UCBPlayer
11055,UCBPlayer,105,210,315,10,65,UCBPlayer
11056,UCBPlayer,130,275,405,25,40,UCBPlayer
11057,UCBPlayer,103,203,306,10,68,UCBPlayer
11058,UCBPlayer,128,283,411,25,38,UCBPlayer
11059,UCBPlayer,111,186,297,10,71,UCBPlayer
11060,UCBPlayer,124,299,423,25,34,UCBPlayer
11061,UCBPlayer,115,170,285,10,75,UCBPlayer
11062,UCBPlayer,120,315,435,25,30,UCBPlayer
11063,UCBPlayer,119,154,273,10,79,UCBPlayer
11064,UCBPlayer,112,332,444,25,27,UCBPlayer
11065,UCBPlayer,127,137,264,10,82,UCBPlayer
11066,UCBPlayer,104,349,453,25,24,UCBPlayer
11067,UCBPlayer,126,126,252,7,85,Tie
11068,UCBPlayer,111,351,462,28,22,UCBPlayer
11069,UCBPlayer,116,126,242,3,87,UCBPlayer
11070,UCBPlayer,122,347,469,32,21,UCBPlayer
11071,UCBPlayer,107,132,239,0,87,UCBPlayer
11072,UCBPlayer,132,337,469,35,22,UCBPlayer
11073,UCBPlayer,103,148,251,0,83,UCBPlayer
11074,UCBPlayer,136,321,457,35,26,UCBPlayer
11075,UCBPlayer,99,164,263,0,79,UCBPlayer
11076,UCBPlayer,140,305,445,35,30,UCBPlayer
11077,UCBPlayer,95,180,275,0,75,UCBPlayer
11078,UCBPlayer,144,289,433,35,34,UCBPlayer
11079,UCBPlayer,91,196,287,0,71,UCBPlayer
11080,UCBPlayer,148,273,421,35,38,UCBPlayer
11081,UCBPlayer,87,212,299,0,67,UCBPlayer
11082,UCBPlayer,152,257,409,35,42,UCBPlayer
11083,UCBPlayer,84,224,308,0,64,UCBPlayer
11084,UCBPlayer,146,251,397,32,45,UCBPlayer
11085,UCBPlayer,89,234,323,3,60,UCBPlayer
11086,UCBPlayer,138,243,381,28,49,UCBPlayer
11087,UCBPlayer,97,242,339,7,56,UCBPlayer
11088,UCBPlayer,130,235,365,24,53,UCBPlayer
11089,UCBPlayer,105,250,355,11,52,UCBPlayer
11090,UCBPlayer,122,227,349,20,57,UCBPlayer
11091,UCBPlayer,109,259,368,15,49,UCBPlayer
11092,UCBPlayer,118,218,336,16,60,UCBPlayer
11093,UCBPlayer,117,267,384,19,45,UCBPlayer
11094,UCBPlayer,110,210,320,12,64,UCBPlayer
11095,UCBPlayer,126,271,397,23,42,UCBPlayer
11096,UCBPlayer,105,210,315,10,65,UCBPlayer
11097,UCBPlayer,130,275,405,25,40,UCBPlayer
11098,UCBPlayer,105,210,315,10,65,UCBPlayer
11099,UCBPlayer,130,275,405,25,40,UCBPlayer
11100,UCBPlayer,106,206,312,10,66,UCBPlayer
11101,UCBPlayer,130,275,405,25,40,UCBPlayer
11102,UCBPlayer,105,210,315,10,65,UCBPlayer
11103,UCBPlayer,131,271,402,25,41,UCBPlayer
11104,UCBPlayer,105,210,315,10,65,UCBPlayer
11105,UCBPlayer,130,275,405,25,40,UCBPlayer
11106,UCBPlayer,105,210,315,10,65,UCBPlayer
11107,UCBPlayer,130,275,405,25,40,UCBPlayer
11108,UCBPlayer,103,203,306,10,68,UCBPlayer
11109,UCBPlayer,128,283,411,25,38,UCBPlayer
11110,UCBPlayer,111,186,297,10,71,UCBPlayer
11111,UCBPlayer,124,299,423,25,34,UCBPlayer
11112,UCBPlayer,115,170,285,10,75,UCBPlayer
11113,UCBPlayer,120,315,435,25,30,UCBPlayer
11114,UCBPlayer,119,154,273,10,79,UCBPlayer
11115,UCBPlayer,112,332,444,25,27,UCBPlayer
11116,UCBPlayer,127,137,264,10,82,UCBPlayer
11117,UCBPlayer,104,349,453,25,24,UCBPlayer
11118,UCBPlayer,126,126,252,7,85,Tie
11119,UCBPlayer,111,351,462,28,22,UCBPlayer
11120,UCBPlayer,116,126,242,3,87,UCBPlayer
11121,UCBPlayer,122,347,469,32,21,UCBPlayer
11122,UCBPlayer,107,132,239,0,87,UCBPlayer
11123,UCBPlayer,132,337,469,35,22,UCBPlayer
11124,UCBPlayer,103,148,251,0,83,UCBPlayer
11125,UCBPlayer,136,321,457,35,26,UCBPlayer
11126,UCBPlayer,99,164,263,0,79,UCBPlayer
11127,UCBPlayer,140,305,445,35,30,UCBPlayer
11128,UCBPlayer,95,180,275,0,75,UCBPlayer
11129,UCBPlayer,144,289,433,35,34,UCBPlayer
11130,UCBPlayer,91,196,287,0,71,UCBPlayer
11131,UCBPlayer,148,273,421,35,38,UCBPlayer
11132,UCBPlayer,87,212,299,0,67,UCBPlayer
11133,UCBPlayer,152,257,409,35,42,UCBPlayer
11134,UCBPlayer,84,224,308,0,64,UCBPlayer
11135,UCBPlayer,146,251,397,32,45,UCBPlayer
11136,UCBPlayer,89,234,323,3,60,UCBPlayer
11137,UCBPlayer,138,243,381,28,49,UCBPlayer
11138,UCBPlayer,97,242,339,7,56,UCBPlayer
11139,UCBPlayer,130,235,365,24,53,UCBPlayer
11140,UCBPlayer,105,250,355,11,52,UCBPlayer
11141,UCBPlayer,122,227,349,20,57,UCBPlayer
11142,UCBPlayer,109,259,368,15,49,UCBPlayer
11143,UCBPlayer,118,218,336,16,60,UCBPlayer
11144,UCBPlayer,117,267,384,19,45,UCBPlayer
11145,UCBPlayer,110,210,320,12,64,UCBPlayer
11146,UCBPlayer,126,271,397,23,42,UCBPlayer
11147,UCBPlayer,105,210,315,10,65,UCBPlayer
11148,UCBPlayer,130,275,405,25,40,UCBPlayer
11149,UCBPlayer,105,210,315,10,65,UCBPlayer
11150,UCBPlayer,130,275,405,25,40,UCBPlayer
11151,UCBPlayer,106,206,312,10,66,UCBPlayer
11152,UCBPlayer,130,275,405,25,40,UCBPlayer
11153,UCBPlayer,105,210,315,10,65,UCBPlayer
11154,UCBPlayer,131,271,402,25,41,UCBPlayer
11155,UCBPlayer,105,210,315,10,65,UCBPlayer
11156,UCBPlayer,130,275,405,25,40,UCBPlayer
11157,UCBPlayer,105,210,315,10,65,UCBPlayer
11158,UCBPlayer,130,275,405,25,40,UCBPlayer
11159,UCBPlayer,103,203,306,10,68,UCBPlayer
11160,UCBPlayer,128,283,411,25,38,UCBPlayer
11161,UCBPlayer,111,186,297,10,71,UCBPlayer
11162,UCBPlayer,124,299,423,25,34,UCBPlayer
11163,UCBPlayer,115,170,285,10,75,UCBPlayer
11164,UCBPlayer,120,315,435,25,30,UCBPlayer
11165,UCBPlayer,119,154,273,10,79,UCBPlayer
11166,UCBPlayer,112,332,444,25,27,UCBPlayer
11167,UCBPlayer,127,137,264,10,82,UCBPlayer
11168,UCBPlayer,104,349,453,25,24,UCBPlayer
11169,UCBPlayer,126,126,252,7,85,Tie
11170,UCBPlayer,111,351,462,28,22,UCBPlayer
11171,UCBPlayer,116,126,242,3,87,UCBPlayer
11172,UCBPlayer,122,347,469,32,21,UCBPlayer
11173,UCBPlayer,107,132,239,0,87,UCBPlayer
11174,UCBPlayer,132,337,469,35,22,UCBPlayer
11175,UCBPlayer,103,148,251,0,83,UCBPlayer
11176,UCBPlayer,136,321,457,35,26,UCBPlayer
11177,UCBPlayer,99,164,263,0,79,UCBPlayer
11178,UCBPlayer,140,305,445,35,30,UCBPlayer
11179,UCBPlayer,95,180,275,0,75,UCBPlayer
11180,UCBPlayer,144,289,433,35,34,UCBPlayer
11181,UCBPlayer,91,196,287,0,71,UCBPlayer
11182,UCBPlayer,148,273,421,35,38,UCBPlayer
11183,UCBPlayer,87,212,299,0,67,UCBPlayer
11184,UCBPlayer,152,257,409,35,42,UCBPlayer
11185,UCBPlayer,84,224,308,0,64,UCBPlayer
11186,UCBPlayer,146,251,397,32,45,UCBPlayer
11187,UCBPlayer,89,234,323,3,60,UCBPlayer
11188,UCBPlayer,138,243,381,28,49,UCBPlayer
11189,UCBPlayer,97,242,339,7,56,UCBPlayer
11190,UCBPlayer,130,235,365,24,53,UCBPlayer
11191,UCBPlayer,105,250,355,11,52,UCBPlayer
11192,UCBPlayer,122,227,349,20,57,UCBPlayer
11193,UCBPlayer,109,259,368,15,49,UCBPlayer
11194,UCBPlayer,118,218,336,16,60,UCBPlayer
11195,UCBPlayer,117,267,384,19,45,UCBPlayer
11196,UCBPlayer,110,210,320,12,64,UCBPlayer
11197,UCBPlayer,126,271,397,23,42,UCBPlayer
